date,region,stat,hosp_beds,doctors,abortion,clinics_capacity,nursing_staff
2005-01-01,Российская Федерация,"Всего, тыс.",1575.4,690.3,43,3637.9,1529.8
2005-01-01,Центральный  федеральный округ,"Всего, тыс.",428.2,193.9,34,1024.9,389.4
2005-01-01,Белгородская область,"Всего, тыс.",16.9,6.0,31,33.9,17.8
2005-01-01,Брянская область,"Всего, тыс.",16.9,4.8,47,29.8,15.1
2005-01-01,Владимирская область,"Всего, тыс.",15.5,5.0,46,44.6,15.1
2005-01-01,Воронежская область,"Всего, тыс.",25.3,12.5,48,49.2,27.8
2005-01-01,Ивановская область,"Всего, тыс.",13.9,5.6,40,22.9,14.9
2005-01-01,Калужская область,"Всего, тыс.",11.8,4.0,42,25.9,10.5
2005-01-01,Костромская область,"Всего, тыс.",11.1,2.6,49,15.0,8.6
2005-01-01,Курская область,"Всего, тыс.",13.4,5.9,42,26.7,13.6
2005-01-01,Липецкая область,"Всего, тыс.",15.8,4.8,42,36.1,15.1
2005-01-01,Московская область,"Всего, тыс.",75.0,23.5,33,175.8,56.1
2005-01-01,Орловская область,"Всего, тыс.",9.8,3.1,45,18.9,9.5
2005-01-01,Рязанская область,"Всего, тыс.",14.1,6.3,46,27.2,14.0
2005-01-01,Смоленская область,"Всего, тыс.",12.9,6.1,42,25.7,11.4
2005-01-01,Тамбовская область,"Всего, тыс.",13.9,3.8,41,27.6,12.5
2005-01-01,Тверская область,"Всего, тыс.",17.7,7.3,42,28.6,15.1
2005-01-01,Тульская область,"Всего, тыс.",22.4,5.5,40,37.0,18.5
2005-01-01,Ярославская область,"Всего, тыс.",17.2,7.6,54,33.7,14.5
2005-01-01,г. Москва,"Всего, тыс.",104.8,79.4,17,366.2,99.2
2005-01-01,Северо-Западный  федеральный округ,"Всего, тыс.",148.1,74.5,44,402.7,151.5
2005-01-01,Республика Карелия,"Всего, тыс.",8.2,3.4,56,16.4,8.9
2005-01-01,Республика Коми,"Всего, тыс.",11.1,4.3,52,33.1,13.4
2005-01-01,Архангельская область,"Всего, тыс.",15.7,6.8,60,43.3,18.1
2005-01-01,Ненецкий автономный округ,"Всего, тыс.",0.5,0.2,60,0.9,0.4
2005-01-01,Архангельская область  без автономного округа,"Всего, тыс.",15.2,6.7,60,42.5,17.7
2005-01-01,Вологодская область,"Всего, тыс.",14.4,4.4,79,34.2,14.8
2005-01-01,Калининградская область,"Всего, тыс.",9.8,3.3,46,20.3,7.8
2005-01-01,Ленинградская область,"Всего, тыс.",15.0,5.2,42,41.4,12.4
2005-01-01,Мурманская область,"Всего, тыс.",9.7,4.2,39,22.4,11.7
2005-01-01,Новгородская область,"Всего, тыс.",8.5,2.6,48,19.4,7.3
2005-01-01,Псковская область,"Всего, тыс.",9.6,2.5,55,17.4,8.3
2005-01-01,г. Санкт-Петербург,"Всего, тыс.",46.0,37.7,28,154.7,48.9
2005-01-01,Южный  федеральный округ,"Всего, тыс.",144.8,60.3,39,314.7,132.8
2005-01-01,Республика Адыгея,"Всего, тыс.",4.9,1.7,33,10.6,4.7
2005-01-01,Республика Калмыкия,"Всего, тыс.",3.9,1.4,37,7.5,4.0
2005-01-01,Краснодарский край,"Всего, тыс.",49.2,21.7,40,107.8,47.3
2005-01-01,Астраханская область,"Всего, тыс.",11.7,6.6,42,29.1,11.8
2005-01-01,Волгоградская область,"Всего, тыс.",31.5,12.7,49,63.0,26.7
2005-01-01,Ростовская область,"Всего, тыс.",43.6,16.2,31,96.7,38.3
2005-01-01,Северо-Кавказский федеральный округ,"Всего, тыс.",64.8,33.5,25,127.6,70.5
2005-01-01,Республика Дагестан,"Всего, тыс.",18.0,10.1,16,30.5,21.3
2005-01-01,Республика Ингушетия ,"Всего, тыс.",1.9,1.1,8,5.7,2.7
2005-01-01,Кабардино-Балкарская Республика,"Всего, тыс.",9.0,3.8,26,15.7,9.6
2005-01-01,Карачаево-Черкесская Республика,"Всего, тыс.",4.4,1.5,20,8.5,4.9
2005-01-01,Республика Северная  Осетия – Алания,"Всего, тыс.",7.2,4.7,27,18.4,7.1
2005-01-01,Чеченская Республика ,"Всего, тыс.",0.0,0.0,0,0.0,0.0
2005-01-01,Ставропольский край,"Всего, тыс.",24.3,12.3,36,48.8,24.9
2010-01-01,Российская Федерация,"Всего, тыс.",1339.5,715.8,32,3685.1,1508.7
2010-01-01,Центральный  федеральный округ,"Всего, тыс.",354.7,205.6,24,1033.5,383.7
2010-01-01,Белгородская область,"Всего, тыс.",12.5,6.2,19,35.6,17.8
2010-01-01,Брянская область,"Всего, тыс.",11.8,4.6,37,31.0,14.5
2010-01-01,Владимирская область,"Всего, тыс.",11.1,4.8,34,45.4,13.6
2010-01-01,Воронежская область,"Всего, тыс.",21.3,12.3,26,56.3,27.0
2010-01-01,Ивановская область,"Всего, тыс.",11.0,5.5,36,29.3,11.0
2010-01-01,Калужская область,"Всего, тыс.",10.0,4.0,32,26.0,10.2
2010-01-01,Костромская область,"Всего, тыс.",6.4,2.3,40,15.6,7.8
2010-01-01,Курская область,"Всего, тыс.",10.6,6.5,30,27.2,13.4
2010-01-01,Липецкая область,"Всего, тыс.",11.7,4.7,31,37.6,14.1
2010-01-01,Московская область,"Всего, тыс.",53.4,25.5,25,156.2,51.6
2010-01-01,Орловская область,"Всего, тыс.",8.0,3.1,35,20.0,9.0
2010-01-01,Рязанская область,"Всего, тыс.",11.4,6.5,26,27.2,13.1
2010-01-01,Смоленская область,"Всего, тыс.",10.8,5.9,33,25.8,10.4
2010-01-01,Тамбовская область,"Всего, тыс.",10.9,3.7,30,27.3,11.7
2010-01-01,Тверская область,"Всего, тыс.",14.6,7.2,41,28.3,14.1
2010-01-01,Тульская область,"Всего, тыс.",16.5,5.1,31,37.9,15.9
2010-01-01,Ярославская область,"Всего, тыс.",14.6,8.0,36,34.7,13.9
2010-01-01,г. Москва,"Всего, тыс.",107.8,89.7,11,372.1,114.7
2010-01-01,Северо-Западный  федеральный округ,"Всего, тыс.",127.0,78.8,32,404.7,147.9
2010-01-01,Республика Карелия,"Всего, тыс.",6.8,3.2,41,16.0,8.2
2010-01-01,Республика Коми,"Всего, тыс.",10.0,4.3,38,33.1,13.1
2010-01-01,Архангельская область,"Всего, тыс.",12.6,6.9,48,43.5,17.0
2010-01-01,Ненецкий автономный округ,"Всего, тыс.",0.5,0.2,54,1.1,0.5
2010-01-01,Архангельская область  без автономного округа,"Всего, тыс.",12.1,6.7,47,42.4,16.5
2010-01-01,Вологодская область,"Всего, тыс.",10.7,4.2,49,34.5,13.9
2010-01-01,Калининградская область,"Всего, тыс.",7.3,3.2,35,20.6,7.3
2010-01-01,Ленинградская область,"Всего, тыс.",12.7,5.9,27,41.5,13.0
2010-01-01,Мурманская область,"Всего, тыс.",9.9,4.6,26,23.7,12.1
2010-01-01,Новгородская область,"Всего, тыс.",6.2,2.6,45,20.3,7.3
2010-01-01,Псковская область,"Всего, тыс.",6.9,2.3,45,17.3,7.3
2010-01-01,г. Санкт-Петербург,"Всего, тыс.",43.8,41.5,20,154.2,48.7
2010-01-01,Южный  федеральный округ,"Всего, тыс.",125.7,61.5,27,326.4,132.6
2010-01-01,Республика Адыгея,"Всего, тыс.",4.2,1.7,23,10.7,4.8
2010-01-01,Республика Калмыкия,"Всего, тыс.",2.7,1.4,24,7.0,3.4
2010-01-01,Краснодарский край,"Всего, тыс.",42.7,21.9,24,115.0,47.5
2010-01-01,Астраханская область,"Всего, тыс.",10.3,6.9,26,28.4,11.6
2010-01-01,Волгоградская область,"Всего, тыс.",28.4,13.2,38,66.5,26.0
2010-01-01,Ростовская область,"Всего, тыс.",37.3,16.5,24,98.8,39.2
2010-01-01,Северо-Кавказский федеральный округ,"Всего, тыс.",73.6,37.8,17,159.4,83.5
2010-01-01,Республика Дагестан,"Всего, тыс.",19.7,11.4,12,34.6,23.8
2010-01-01,Республика Ингушетия ,"Всего, тыс.",2.1,1.4,13,5.8,2.9
2010-01-01,Кабардино-Балкарская Республика,"Всего, тыс.",8.4,3.8,14,15.8,9.4
2010-01-01,Карачаево-Черкесская Республика,"Всего, тыс.",4.1,1.6,13,8.5,5.0
2010-01-01,Республика Северная  Осетия – Алания,"Всего, тыс.",7.1,5.0,22,15.5,7.4
2010-01-01,Чеченская Республика ,"Всего, тыс.",10.5,3.6,13,24.4,9.4
2010-01-01,Ставропольский край,"Всего, тыс.",21.7,11.0,28,54.6,25.7
2014-01-01,Российская Федерация,"Всего, тыс.",1266.8,709.4,26,3858.5,1525.1
2014-01-01,Центральный  федеральный округ,"Всего, тыс.",326.3,195.5,19,1053.6,378.9
2014-01-01,Белгородская область,"Всего, тыс.",12.5,6.3,14,37.6,17.5
2014-01-01,Брянская область,"Всего, тыс.",10.3,4.6,31,33.6,14.1
2014-01-01,Владимирская область,"Всего, тыс.",11.9,4.8,29,46.2,12.9
2014-01-01,Воронежская область,"Всего, тыс.",21.4,12.6,21,56.0,26.4
2014-01-01,Ивановская область,"Всего, тыс.",10.0,5.0,25,23.9,11.1
2014-01-01,Калужская область,"Всего, тыс.",9.2,4.1,26,26.1,9.9
2014-01-01,Костромская область,"Всего, тыс.",6.3,2.3,32,16.9,7.6
2014-01-01,Курская область,"Всего, тыс.",9.7,5.8,29,27.7,13.0
2014-01-01,Липецкая область,"Всего, тыс.",9.7,4.9,24,39.1,13.7
2014-01-01,Московская область,"Всего, тыс.",55.6,27.5,21,155.1,54.8
2014-01-01,Орловская область,"Всего, тыс.",7.6,3.3,30,20.2,8.7
2014-01-01,Рязанская область,"Всего, тыс.",9.2,5.9,22,28.7,12.4
2014-01-01,Смоленская область,"Всего, тыс.",9.6,5.3,25,27.0,10.3
2014-01-01,Тамбовская область,"Всего, тыс.",8.8,3.7,23,28.0,10.9
2014-01-01,Тверская область,"Всего, тыс.",12.9,6.3,30,29.7,13.5
2014-01-01,Тульская область,"Всего, тыс.",13.2,5.2,20,37.7,15.4
2014-01-01,Ярославская область,"Всего, тыс.",12.8,7.3,28,34.1,13.6
2014-01-01,г. Москва,"Всего, тыс.",95.8,80.6,10,386.0,113.2
2014-01-01,Северо-Западный  федеральный округ,"Всего, тыс.",121.2,79.7,27,422.7,148.8
2014-01-01,Республика Карелия,"Всего, тыс.",5.5,3.2,33,17.3,7.4
2014-01-01,Республика Коми,"Всего, тыс.",8.9,4.2,33,33.8,12.8
2014-01-01,Архангельская область,"Всего, тыс.",12.3,6.6,39,44.7,16.3
2014-01-01,Ненецкий автономный округ,"Всего, тыс.",0.5,0.2,40,1.2,0.6
2014-01-01,Архангельская область  без автономного округа,"Всего, тыс.",11.8,6.4,39,43.4,15.8
2014-01-01,Вологодская область,"Всего, тыс.",9.7,4.2,40,36.0,13.2
2014-01-01,Калининградская область,"Всего, тыс.",8.8,4.1,31,24.0,8.5
2014-01-01,Ленинградская область,"Всего, тыс.",11.8,5.9,23,42.7,12.8
2014-01-01,Мурманская область,"Всего, тыс.",8.2,4.3,24,23.6,11.2
2014-01-01,Новгородская область,"Всего, тыс.",5.1,2.6,34,20.2,6.7
2014-01-01,Псковская область,"Всего, тыс.",5.9,2.2,43,16.7,6.9
2014-01-01,г. Санкт-Петербург,"Всего, тыс.",45.1,42.3,18,163.9,53.0
2014-01-01,Южный  федеральный округ,"Всего, тыс.",132.8,70.0,21,369.2,151.7
2014-01-01,Республика Адыгея,"Всего, тыс.",3.3,1.7,18,11.0,4.3
2014-01-01,Республика Калмыкия,"Всего, тыс.",2.5,1.5,16,7.8,3.3
2014-01-01,Республика Крым,"Всего, тыс.",16.3,8.0,20,24.9,17.8
2014-01-01,Краснодарский край,"Всего, тыс.",41.3,22.0,20,122.2,46.7
2014-01-01,Астраханская область,"Всего, тыс.",9.8,6.6,20,27.8,11.9
2014-01-01,Волгоградская область,"Всего, тыс.",22.6,12.3,31,66.5,26.3
2014-01-01,Ростовская область,"Всего, тыс.",34.2,16.3,16,100.7,38.1
2014-01-01,г. Севастополь,"Всего, тыс.",2.8,1.6,24,8.3,3.3
2014-01-01,Северо-Кавказский федеральный округ,"Всего, тыс.",71.5,40.2,14,168.7,88.3
2014-01-01,Республика Дагестан,"Всего, тыс.",20.7,11.9,8,34.0,25.5
2014-01-01,Республика Ингушетия ,"Всего, тыс.",2.3,1.8,9,6.3,3.7
2014-01-01,Кабардино-Балкарская Республика,"Всего, тыс.",7.5,4.0,12,18.0,9.8
2014-01-01,Карачаево-Черкесская Республика,"Всего, тыс.",3.4,1.8,13,10.8,4.8
2014-01-01,Республика Северная  Осетия – Алания,"Всего, тыс.",6.2,5.0,19,17.1,7.7
2014-01-01,Чеченская Республика ,"Всего, тыс.",8.7,3.6,11,25.3,9.7
2014-01-01,Ставропольский край,"Всего, тыс.",22.6,12.1,22,57.4,27.0
2015-01-01,Российская Федерация,"Всего, тыс.",1222.0,673.0,24,3861.0,1549.7
2015-01-01,Центральный  федеральный округ,"Всего, тыс.",306.8,180.4,18,1060.7,382.8
2015-01-01,Белгородская область,"Всего, тыс.",12.0,6.4,14,37.5,17.6
2015-01-01,Брянская область,"Всего, тыс.",9.4,4.7,32,34.3,14.5
2015-01-01,Владимирская область,"Всего, тыс.",12.0,4.7,27,47.7,13.8
2015-01-01,Воронежская область,"Всего, тыс.",20.0,12.1,20,56.3,26.6
2015-01-01,Ивановская область,"Всего, тыс.",9.2,4.5,22,24.8,10.7
2015-01-01,Калужская область,"Всего, тыс.",8.5,3.9,23,25.9,10.2
2015-01-01,Костромская область,"Всего, тыс.",6.2,2.3,31,17.5,7.5
2015-01-01,Курская область,"Всего, тыс.",9.6,5.5,27,28.2,13.2
2015-01-01,Липецкая область,"Всего, тыс.",9.6,4.9,23,39.4,13.6
2015-01-01,Московская область,"Всего, тыс.",55.4,27.8,19,156.9,58.5
2015-01-01,Орловская область,"Всего, тыс.",7.3,3.4,28,20.9,8.8
2015-01-01,Рязанская область,"Всего, тыс.",8.9,5.4,19,28.7,12.3
2015-01-01,Смоленская область,"Всего, тыс.",9.4,4.8,23,27.0,10.2
2015-01-01,Тамбовская область,"Всего, тыс.",8.6,3.8,20,28.2,11.5
2015-01-01,Тверская область,"Всего, тыс.",12.4,5.7,27,28.6,13.2
2015-01-01,Тульская область,"Всего, тыс.",13.1,5.3,19,38.0,15.2
2015-01-01,Ярославская область,"Всего, тыс.",12.0,6.7,25,34.0,13.5
2015-01-01,г. Москва,"Всего, тыс.",83.3,68.6,10,386.8,112.0
2015-01-01,Северо-Западный  федеральный округ,"Всего, тыс.",118.9,75.5,25,422.1,154.7
2015-01-01,Республика Карелия,"Всего, тыс.",4.9,3.1,30,17.3,7.2
2015-01-01,Республика Коми,"Всего, тыс.",8.9,4.1,31,34.0,13.1
2015-01-01,Архангельская область,"Всего, тыс.",11.5,6.2,37,44.5,16.1
2015-01-01,Ненецкий автономный округ,"Всего, тыс.",0.5,0.2,35,1.2,0.6
2015-01-01,Архангельская область  без автономного округа,"Всего, тыс.",11.0,6.0,37,43.3,15.6
2015-01-01,Вологодская область,"Всего, тыс.",10.0,4.2,36,35.7,13.2
2015-01-01,Калининградская область,"Всего, тыс.",8.6,4.4,28,25.5,8.6
2015-01-01,Ленинградская область,"Всего, тыс.",11.7,6.0,22,43.5,13.4
2015-01-01,Мурманская область,"Всего, тыс.",7.9,4.1,24,22.4,11.1
2015-01-01,Новгородская область,"Всего, тыс.",5.1,2.7,33,20.3,6.8
2015-01-01,Псковская область,"Всего, тыс.",5.5,2.2,37,17.3,6.9
2015-01-01,г. Санкт-Петербург,"Всего, тыс.",44.8,38.6,18,161.7,58.2
2015-01-01,Южный  федеральный округ,"Всего, тыс.",130.9,68.5,20,379.3,158.6
2015-01-01,Республика Адыгея,"Всего, тыс.",3.4,1.7,18,11.0,4.5
2015-01-01,Республика Калмыкия,"Всего, тыс.",2.4,1.5,14,7.6,3.2
2015-01-01,Республика Крым,"Всего, тыс.",14.8,8.2,21,33.3,19.5
2015-01-01,Краснодарский край,"Всего, тыс.",40.7,22.1,19,123.7,49.8
2015-01-01,Астраханская область,"Всего, тыс.",9.6,6.2,18,27.6,12.5
2015-01-01,Волгоградская область,"Всего, тыс.",22.8,11.2,30,66.8,27.1
2015-01-01,Ростовская область,"Всего, тыс.",34.5,16.0,14,100.9,38.6
2015-01-01,г. Севастополь,"Всего, тыс.",2.7,1.7,23,8.4,3.5
2015-01-01,Северо-Кавказский федеральный округ,"Всего, тыс.",70.9,38.4,13,171.7,88.7
2015-01-01,Республика Дагестан,"Всего, тыс.",20.5,11.1,8,34.7,25.8
2015-01-01,Республика Ингушетия ,"Всего, тыс.",2.3,1.9,8,7.1,3.9
2015-01-01,Кабардино-Балкарская Республика,"Всего, тыс.",7.3,3.8,11,17.9,9.0
2015-01-01,Карачаево-Черкесская Республика,"Всего, тыс.",3.5,1.8,12,10.8,5.2
2015-01-01,Республика Северная  Осетия – Алания,"Всего, тыс.",6.2,4.5,16,18.6,7.8
2015-01-01,Чеченская Республика ,"Всего, тыс.",8.6,3.8,11,25.6,9.8
2015-01-01,Ставропольский край,"Всего, тыс.",22.5,11.6,20,57.1,27.2
2016-01-01,Российская Федерация,"Всего, тыс.",1197.2,680.9,24,3914.2,1537.9
2016-01-01,Центральный  федеральный округ,"Всего, тыс.",299.5,181.7,18,1064.0,380.2
2016-01-01,Белгородская область,"Всего, тыс.",11.3,6.5,14,37.5,17.5
2016-01-01,Брянская область,"Всего, тыс.",9.1,4.8,29,34.7,14.6
2016-01-01,Владимирская область,"Всего, тыс.",11.7,4.7,26,48.1,13.7
2016-01-01,Воронежская область,"Всего, тыс.",19.6,11.9,20,57.9,25.9
2016-01-01,Ивановская область,"Всего, тыс.",8.4,4.5,20,24.9,10.6
2016-01-01,Калужская область,"Всего, тыс.",8.0,4.1,21,26.4,10.5
2016-01-01,Костромская область,"Всего, тыс.",6.2,2.4,31,17.7,7.6
2016-01-01,Курская область,"Всего, тыс.",9.6,5.4,24,28.5,13.0
2016-01-01,Липецкая область,"Всего, тыс.",9.6,4.9,22,39.3,13.3
2016-01-01,Московская область,"Всего, тыс.",54.9,28.2,18,156.1,57.7
2016-01-01,Орловская область,"Всего, тыс.",7.0,3.4,24,20.5,8.8
2016-01-01,Рязанская область,"Всего, тыс.",8.9,5.8,23,29.7,12.7
2016-01-01,Смоленская область,"Всего, тыс.",9.3,4.9,22,27.4,10.0
2016-01-01,Тамбовская область,"Всего, тыс.",8.4,3.8,18,28.4,11.4
2016-01-01,Тверская область,"Всего, тыс.",12.2,5.7,24,28.8,13.1
2016-01-01,Тульская область,"Всего, тыс.",12.9,5.4,20,38.7,15.3
2016-01-01,Ярославская область,"Всего, тыс.",11.8,6.7,26,34.3,13.4
2016-01-01,г. Москва,"Всего, тыс.",80.7,68.6,11,385.1,111.0
2016-01-01,Северо-Западный  федеральный округ,"Всего, тыс.",116.1,78.4,25,440.7,153.7
2016-01-01,Республика Карелия,"Всего, тыс.",4.7,3.1,30,17.8,7.3
2016-01-01,Республика Коми,"Всего, тыс.",8.6,4.3,31,34.4,12.5
2016-01-01,Архангельская область,"Всего, тыс.",10.9,6.3,31,44.6,15.7
2016-01-01,Ненецкий автономный округ,"Всего, тыс.",0.4,0.2,38,1.1,0.5
2016-01-01,Архангельская область  без автономного округа,"Всего, тыс.",10.5,6.1,31,43.5,15.2
2016-01-01,Вологодская область,"Всего, тыс.",9.2,4.1,37,36.5,12.9
2016-01-01,Калининградская область,"Всего, тыс.",8.4,4.4,29,25.5,8.6
2016-01-01,Ленинградская область,"Всего, тыс.",11.9,6.3,21,45.6,13.9
2016-01-01,Мурманская область,"Всего, тыс.",7.6,4.0,23,22.4,10.8
2016-01-01,Новгородская область,"Всего, тыс.",5.1,2.6,31,20.4,6.7
2016-01-01,Псковская область,"Всего, тыс.",5.5,2.2,37,17.8,6.7
2016-01-01,г. Санкт-Петербург,"Всего, тыс.",44.2,40.9,19,175.8,58.5
2016-01-01,Южный  федеральный округ,"Всего, тыс.",129.9,69.0,19,381.4,158.3
2016-01-01,Республика Адыгея,"Всего, тыс.",3.4,1.7,16,10.9,4.3
2016-01-01,Республика Калмыкия,"Всего, тыс.",2.2,1.4,15,7.6,3.1
2016-01-01,Республика Крым,"Всего, тыс.",14.5,8.4,21,33.8,20.5
2016-01-01,Краснодарский край,"Всего, тыс.",41.1,22.3,19,124.4,50.1
2016-01-01,Астраханская область,"Всего, тыс.",9.4,6.3,19,27.6,12.3
2016-01-01,Волгоградская область,"Всего, тыс.",22.2,11.2,27,66.1,26.7
2016-01-01,Ростовская область,"Всего, тыс.",34.5,15.8,15,102.7,37.9
2016-01-01,г. Севастополь,"Всего, тыс.",2.6,1.7,21,8.2,3.4
2016-01-01,Северо-Кавказский федеральный округ,"Всего, тыс.",70.4,39.8,13,174.4,90.0
2016-01-01,Республика Дагестан,"Всего, тыс.",20.4,11.5,9,36.3,26.2
2016-01-01,Республика Ингушетия ,"Всего, тыс.",2.3,2.0,8,7.3,4.1
2016-01-01,Кабардино-Балкарская Республика,"Всего, тыс.",7.1,3.9,11,19.2,9.0
2016-01-01,Карачаево-Черкесская Республика,"Всего, тыс.",3.3,1.9,11,10.5,5.1
2016-01-01,Республика Северная  Осетия – Алания,"Всего, тыс.",6.3,4.7,15,18.5,8.0
2016-01-01,Чеченская Республика ,"Всего, тыс.",8.6,4.0,12,25.5,10.0
2016-01-01,Ставропольский край,"Всего, тыс.",22.5,11.9,21,57.1,27.5
2017-01-01,Российская Федерация,"Всего, тыс.",1182.7,697.1,22,3966.7,1525.2
2017-01-01,Центральный  федеральный округ,"Всего, тыс.",292.7,183.9,17,1072.0,369.0
2017-01-01,Белгородская область,"Всего, тыс.",11.3,6.4,13,37.7,17.0
2017-01-01,Брянская область,"Всего, тыс.",9.1,4.9,26,34.5,14.2
2017-01-01,Владимирская область,"Всего, тыс.",11.5,4.7,24,48.5,13.6
2017-01-01,Воронежская область,"Всего, тыс.",19.2,12.1,18,59.3,25.9
2017-01-01,Ивановская область,"Всего, тыс.",8.2,4.4,18,24.9,10.4
2017-01-01,Калужская область,"Всего, тыс.",7.6,4.1,20,28.5,10.0
2017-01-01,Костромская область,"Всего, тыс.",6.2,2.4,28,17.8,7.4
2017-01-01,Курская область,"Всего, тыс.",9.4,5.5,25,28.8,12.6
2017-01-01,Липецкая область,"Всего, тыс.",9.4,4.8,21,39.4,13.1
2017-01-01,Московская область,"Всего, тыс.",54.0,28.7,15,157.2,57.4
2017-01-01,Орловская область,"Всего, тыс.",6.8,3.4,24,20.6,8.8
2017-01-01,Рязанская область,"Всего, тыс.",8.8,5.7,20,28.9,12.1
2017-01-01,Смоленская область,"Всего, тыс.",9.0,4.9,23,28.1,9.9
2017-01-01,Тамбовская область,"Всего, тыс.",7.9,3.9,16,28.6,11.3
2017-01-01,Тверская область,"Всего, тыс.",12.0,5.9,22,29.3,13.1
2017-01-01,Тульская область,"Всего, тыс.",12.9,5.5,17,39.0,15.1
2017-01-01,Ярославская область,"Всего, тыс.",11.6,6.7,22,34.3,12.9
2017-01-01,г. Москва,"Всего, тыс.",77.7,69.9,12,386.8,104.1
2017-01-01,Северо-Западный  федеральный округ,"Всего, тыс.",115.3,81.1,23,446.4,153.1
2017-01-01,Республика Карелия,"Всего, тыс.",4.6,3.2,31,18.0,7.6
2017-01-01,Республика Коми,"Всего, тыс.",8.4,4.3,33,34.0,12.3
2017-01-01,Архангельская область,"Всего, тыс.",10.5,6.4,28,45.0,15.3
2017-01-01,Ненецкий автономный округ,"Всего, тыс.",0.4,0.2,36,1.2,0.5
2017-01-01,Архангельская область  без автономного округа,"Всего, тыс.",10.1,6.2,28,43.8,14.8
2017-01-01,Вологодская область,"Всего, тыс.",9.0,4.2,35,35.3,12.8
2017-01-01,Калининградская область,"Всего, тыс.",8.4,4.5,26,26.3,8.5
2017-01-01,Ленинградская область,"Всего, тыс.",11.6,6.6,19,46.0,14.0
2017-01-01,Мурманская область,"Всего, тыс.",7.3,4.0,23,22.4,10.4
2017-01-01,Новгородская область,"Всего, тыс.",5.0,2.6,28,21.3,6.5
2017-01-01,Псковская область,"Всего, тыс.",5.3,2.2,34,17.9,6.5
2017-01-01,г. Санкт-Петербург,"Всего, тыс.",45.2,43.2,15,180.2,59.3
2017-01-01,Южный  федеральный округ,"Всего, тыс.",131.3,71.0,16,390.7,158.8
2017-01-01,Республика Адыгея,"Всего, тыс.",3.4,1.7,15,11.5,4.4
2017-01-01,Республика Калмыкия,"Всего, тыс.",2.2,1.5,13,7.6,3.0
2017-01-01,Республика Крым,"Всего, тыс.",15.1,8.4,18,36.1,20.2
2017-01-01,Краснодарский край,"Всего, тыс.",42.0,24.0,15,131.4,51.5
2017-01-01,Астраханская область,"Всего, тыс.",9.0,6.3,20,28.0,12.1
2017-01-01,Волгоградская область,"Всего, тыс.",22.0,11.2,19,66.3,26.2
2017-01-01,Ростовская область,"Всего, тыс.",34.1,15.8,14,101.1,37.3
2017-01-01,г. Севастополь,"Всего, тыс.",3.6,2.0,20,8.7,4.1
2017-01-01,Северо-Кавказский федеральный округ,"Всего, тыс.",70.4,41.3,12,179.6,92.3
2017-01-01,Республика Дагестан,"Всего, тыс.",21.2,12.3,7,38.3,27.5
2017-01-01,Республика Ингушетия ,"Всего, тыс.",2.2,2.2,7,7.4,4.2
2017-01-01,Кабардино-Балкарская Республика,"Всего, тыс.",6.7,3.9,10,19.0,9.1
2017-01-01,Карачаево-Черкесская Республика,"Всего, тыс.",3.2,1.9,12,10.9,5.2
2017-01-01,Республика Северная  Осетия – Алания,"Всего, тыс.",6.3,4.9,16,18.8,7.8
2017-01-01,Чеченская Республика ,"Всего, тыс.",8.2,4.0,11,25.4,10.8
2017-01-01,Ставропольский край,"Всего, тыс.",22.6,12.1,19,59.8,27.6
2018-01-01,Российская Федерация,"Всего, тыс.",1172.8,703.7,19,3997.8,1491.4
2018-01-01,Центральный  федеральный округ,"Всего, тыс.",290.5,187.8,14,1082.3,361.8
2018-01-01,Белгородская область,"Всего, тыс.",11.2,6.3,11,40.9,16.6
2018-01-01,Брянская область,"Всего, тыс.",9.1,4.9,24,34.8,13.5
2018-01-01,Владимирская область,"Всего, тыс.",11.4,4.8,21,48.3,12.8
2018-01-01,Воронежская область,"Всего, тыс.",19.1,12.2,15,59.7,25.5
2018-01-01,Ивановская область,"Всего, тыс.",8.2,4.4,16,25.2,10.2
2018-01-01,Калужская область,"Всего, тыс.",7.7,4.1,18,27.5,9.7
2018-01-01,Костромская область,"Всего, тыс.",6.1,2.4,24,17.8,7.3
2018-01-01,Курская область,"Всего, тыс.",9.4,5.7,21,29.3,12.4
2018-01-01,Липецкая область,"Всего, тыс.",9.3,4.7,17,39.4,13.1
2018-01-01,Московская область,"Всего, тыс.",52.4,29.1,12,158.4,55.2
2018-01-01,Орловская область,"Всего, тыс.",6.7,3.3,20,20.9,8.6
2018-01-01,Рязанская область,"Всего, тыс.",8.7,5.7,16,28.9,12.3
2018-01-01,Смоленская область,"Всего, тыс.",9.0,4.9,20,28.3,9.5
2018-01-01,Тамбовская область,"Всего, тыс.",7.8,3.9,16,29.1,10.9
2018-01-01,Тверская область,"Всего, тыс.",11.7,5.8,18,30.1,12.5
2018-01-01,Тульская область,"Всего, тыс.",13.0,5.5,14,38.8,14.7
2018-01-01,Ярославская область,"Всего, тыс.",11.4,6.8,18,34.5,12.7
2018-01-01,г. Москва,"Всего, тыс.",78.3,73.5,10,390.3,104.4
2018-01-01,Северо-Западный  федеральный округ,"Всего, тыс.",114.3,82.1,20,452.1,149.7
2018-01-01,Республика Карелия,"Всего, тыс.",4.6,3.2,24,18.2,7.1
2018-01-01,Республика Коми,"Всего, тыс.",8.3,4.3,27,33.9,12.0
2018-01-01,Архангельская область,"Всего, тыс.",10.1,6.4,26,45.2,15.0
